id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,timestamp
1755,1972-73,2,15,Santander,Cultural Leonesa,2,1,10/12/1972,92790000
1756,1972-73,2,15,Mestalla,Rayo Vallecano,2,1,10/12/1972,92790000
1757,1972-73,2,15,Sevilla,Barakaldo,0,1,10/12/1972,92790000
1758,1972-73,2,15,Cadiz,Pontevedra,2,0,10/12/1972,92790000
1759,1972-73,2,15,Murcia,Osasuna,1,0,10/12/1972,92790000
1760,1972-73,2,15,Logrones,Tenerife,3,0,10/12/1972,92790000
1761,1972-73,2,15,Valladolid,Mallorca,3,1,10/12/1972,92790000
1762,1972-73,2,15,Sabadell,Hercules,0,0,10/12/1972,92790000
1763,1972-73,2,16,Gimnastic de Tarragona,Cadiz,2,1,17/12/1972,93394800
1764,1972-73,2,16,Osasuna,Sant Andreu,1,1,17/12/1972,93394800
1765,1972-73,2,16,Tenerife,Santander,4,1,17/12/1972,93394800
1766,1972-73,2,16,Murcia,Sabadell,5,2,17/12/1972,93394800
1767,1972-73,2,16,Cultural Leonesa,Cordoba,3,0,17/12/1972,93394800
1768,1972-73,2,16,Mallorca,Sevilla,1,1,17/12/1972,93394800
1769,1972-73,2,16,Hercules,Logrones,1,0,17/12/1972,93394800
1770,1972-73,2,16,Pontevedra,Mestalla,2,0,17/12/1972,93394800
1771,1972-73,2,16,Rayo Vallecano,Valladolid,0,2,17/12/1972,93394800
1772,1972-73,2,16,Barakaldo,Elche,0,0,17/12/1972,93394800
1773,1972-73,2,17,Elche,Mallorca,3,1,29/12/1972,94431600
1774,1972-73,2,17,Sabadell,Osasuna,2,1,31/12/1972,94604400
1775,1972-73,2,17,Sant Andreu,Barakaldo,3,0,31/12/1972,94604400
1776,1972-73,2,17,Mestalla,Gimnastic de Tarragona,3,1,31/12/1972,94604400
1777,1972-73,2,17,Santander,Hercules,1,0,31/12/1972,94604400
1778,1972-73,2,17,Cordoba,Tenerife,1,0,31/12/1972,94604400
1779,1972-73,2,17,Sevilla,Rayo Vallecano,3,0,31/12/1972,94604400
1780,1972-73,2,17,Cadiz,Cultural Leonesa,1,0,31/12/1972,94604400
1781,1972-73,2,17,Logrones,Murcia,0,0,31/12/1972,94604400
1782,1972-73,2,17,Valladolid,Pontevedra,1,0,31/12/1972,94604400
1783,1972-73,2,18,Osasuna,Barakaldo,1,0,06/01/1973,95122800
1784,1972-73,2,18,Mallorca,Sant Andreu,2,1,07/01/1973,95209200
1785,1972-73,2,18,Gimnastic de Tarragona,Valladolid,2,1,07/01/1973,95209200
1786,1972-73,2,18,Cultural Leonesa,Mestalla,2,1,07/01/1973,95209200
1787,1972-73,2,18,Murcia,Santander,4,1,07/01/1973,95209200
1788,1972-73,2,18,Tenerife,Cadiz,0,1,07/01/1973,95209200
1789,1972-73,2,18,Hercules,Cordoba,1,0,07/01/1973,95209200
1790,1972-73,2,18,Pontevedra,Sevilla,2,0,07/01/1973,95209200
1791,1972-73,2,18,Rayo Vallecano,Elche,0,1,07/01/1973,95209200
1792,1972-73,2,18,Sabadell,Logrones,0,2,07/01/1973,95209200
1793,1972-73,2,19,Sevilla,Gimnastic de Tarragona,2,0,14/01/1973,95814000
1794,1972-73,2,19,Santander,Sabadell,2,0,14/01/1973,95814000
1795,1972-73,2,19,Cordoba,Murcia,1,0,14/01/1973,95814000
1796,1972-73,2,19,Cadiz,Hercules,2,1,14/01/1973,95814000
1797,1972-73,2,19,Elche,Pontevedra,2,0,14/01/1973,95814000
1798,1972-73,2,19,Osasuna,Logrones,1,0,14/01/1973,95814000
1799,1972-73,2,19,Barakaldo,Mallorca,1,0,14/01/1973,95814000
1800,1972-73,2,19,Valladolid,Cultural Leonesa,1,0,14/01/1973,95814000
1801,1972-73,2,19,Mestalla,Tenerife,2,1,14/01/1973,95814000
1802,1972-73,2,19,Sant Andreu,Rayo Vallecano,2,0,14/01/1973,95814000
1803,1972-73,2,20,Tenerife,Sevilla,2,0,20/01/1973,96332400
1804,1972-73,2,20,Rayo Vallecano,Mallorca,2,1,21/01/1973,96418800
1805,1972-73,2,20,Cultural Leonesa,Elche,0,0,21/01/1973,96418800
1806,1972-73,2,20,Gimnastic de Tarragona,Sant Andreu,2,1,21/01/1973,96418800
1807,1972-73,2,20,Santander,Osasuna,1,0,21/01/1973,96418800
1808,1972-73,2,20,Murcia,Mestalla,5,0,21/01/1973,96418800
1809,1972-73,2,20,Logrones,Cordoba,4,0,21/01/1973,96418800
1810,1972-73,2,20,Hercules,Valladolid,1,0,21/01/1973,96418800
1811,1972-73,2,20,Pontevedra,Barakaldo,0,2,21/01/1973,96418800
1812,1972-73,2,20,Sabadell,Cadiz,3,1,21/01/1973,96418800
1813,1972-73,2,21,Barakaldo,Gimnastic de Tarragona,3,0,28/01/1973,97023600
1814,1972-73,2,21,Mestalla,Sabadell,2,1,28/01/1973,97023600
1815,1972-73,2,21,Sevilla,Hercules,1,0,28/01/1973,97023600
1816,1972-73,2,21,Mallorca,Pontevedra,0,1,28/01/1973,97023600
1817,1972-73,2,21,Cadiz,Logrones,3,2,28/01/1973,97023600
1818,1972-73,2,21,Cordoba,Santander,1,2,28/01/1973,97023600
1819,1972-73,2,21,Osasuna,Rayo Vallecano,4,2,28/01/1973,97023600
1820,1972-73,2,21,Valladolid,Murcia,2,0,28/01/1973,97023600
1821,1972-73,2,21,Elche,Tenerife,1,0,28/01/1973,97023600
1822,1972-73,2,21,Sant Andreu,Cultural Leonesa,1,0,28/01/1973,97023600
1823,1972-73,2,22,Tenerife,Sant Andreu,0,1,03/02/1973,97542000
1824,1972-73,2,22,Hercules,Elche,2,1,04/02/1973,97628400
1825,1972-73,2,22,Cultural Leonesa,Barakaldo,1,1,04/02/1973,97628400
1826,1972-73,2,22,Cordoba,Osasuna,4,0,04/02/1973,97628400
1827,1972-73,2,22,Gimnastic de Tarragona,Mallorca,0,1,04/02/1973,97628400
1828,1972-73,2,22,Santander,Cadiz,1,0,04/02/1973,97628400
1829,1972-73,2,22,Pontevedra,Rayo Vallecano,2,1,04/02/1973,97628400
1830,1972-73,2,22,Logrones,Mestalla,1,1,04/02/1973,97628400
1831,1972-73,2,22,Murcia,Sevilla,2,0,04/02/1973,97628400
1832,1972-73,2,22,Sabadell,Valladolid,1,0,04/02/1973,97628400
1833,1972-73,2,23,Rayo Vallecano,Gimnastic de Tarragona,4,0,11/02/1973,98233200
1834,1972-73,2,23,Barakaldo,Tenerife,1,1,11/02/1973,98233200
1835,1972-73,2,23,Elche,Murcia,1,1,11/02/1973,98233200
1836,1972-73,2,23,Cadiz,Cordoba,1,1,11/02/1973,98233200
1837,1972-73,2,23,Osasuna,Pontevedra,2,0,11/02/1973,98233200
1838,1972-73,2,23,Sevilla,Sabadell,2,1,11/02/1973,98233200
1839,1972-73,2,23,Valladolid,Logrones,0,0,11/02/1973,98233200
1840,1972-73,2,23,Mestalla,Santander,2,1,11/02/1973,98233200
1841,1972-73,2,23,Mallorca,Cultural Leonesa,2,0,11/02/1973,98233200
1842,1972-73,2,23,Sant Andreu,Hercules,2,1,11/02/1973,98233200
1843,1972-73,2,24,Elche,Gimnastic de Tarragona,1,0,18/02/1973,98838000
1844,1972-73,2,24,Santander,Logrones,3,0,18/02/1973,98838000
1845,1972-73,2,24,Cordoba,Sabadell,0,0,18/02/1973,98838000
1846,1972-73,2,24,Cadiz,Murcia,0,1,18/02/1973,98838000
1847,1972-73,2,24,Sevilla,Cultural Leonesa,2,0,18/02/1973,98838000
1848,1972-73,2,24,Barakaldo,Rayo Vallecano,2,2,18/02/1973,98838000
1849,1972-73,2,24,Valladolid,Tenerife,2,0,18/02/1973,98838000
1850,1972-73,2,24,Osasuna,Mallorca,1,1,18/02/1973,98838000
1851,1972-73,2,24,Mestalla,Hercules,0,1,18/02/1973,98838000
1852,1972-73,2,24,Sant Andreu,Pontevedra,2,3,18/02/1973,98838000
1853,1972-73,2,25,Logrones,Sevilla,3,1,25/02/1973,99442800
1854,1972-73,2,25,Cadiz,Osasuna,1,0,25/02/1973,99442800
1855,1972-73,2,25,Murcia,Sant Andreu,1,0,25/02/1973,99442800
1856,1972-73,2,25,Cordoba,Mestalla,0,0,25/02/1973,99442800
1857,1972-73,2,25,Gimnastic de Tarragona,Pontevedra,0,0,25/02/1973,99442800
1858,1972-73,2,25,Cultural Leonesa,Rayo Vallecano,3,1,25/02/1973,99442800
1859,1972-73,2,25,Hercules,Barakaldo,2,0,25/02/1973,99442800
1860,1972-73,2,25,Santander,Valladolid,2,0,25/02/1973,99442800
1861,1972-73,2,25,Tenerife,Mallorca,1,0,25/02/1973,99442800
1862,1972-73,2,25,Sabadell,Elche,1,0,25/02/1973,99442800
1863,1972-73,2,26,Osasuna,Gimnastic de Tarragona,2,1,04/03/1973,100047600
1864,1972-73,2,26,Pontevedra,Cultural Leonesa,0,0,04/03/1973,100047600
1865,1972-73,2,26,Sevilla,Santander,1,0,04/03/1973,100047600
1866,1972-73,2,26,Rayo Vallecano,Tenerife,2,0,04/03/1973,100047600
1867,1972-73,2,26,Elche,Logrones,3,1,04/03/1973,100047600
1868,1972-73,2,26,Barakaldo,Murcia,0,1,04/03/1973,100047600
1869,1972-73,2,26,Valladolid,Cordoba,2,1,04/03/1973,100047600
1870,1972-73,2,26,Mallorca,Hercules,1,0,04/03/1973,100047600
1871,1972-73,2,26,Mestalla,Cadiz,1,1,04/03/1973,100047600
1872,1972-73,2,26,Sant Andreu,Sabadell,4,1,04/03/1973,100047600
1873,1972-73,2,27,Tenerife,Pontevedra,3,1,10/03/1973,100566000
1874,1972-73,2,27,Cultural Leonesa,Gimnastic de Tarragona,2,0,11/03/1973,100652400
1875,1972-73,2,27,Logrones,Sant Andreu,1,3,11/03/1973,100652400
1876,1972-73,2,27,Cordoba,Sevilla,0,0,11/03/1973,100652400
1877,1972-73,2,27,Cadiz,Valladolid,3,2,11/03/1973,100652400
1878,1972-73,2,27,Hercules,Rayo Vallecano,1,1,11/03/1973,100652400
1879,1972-73,2,27,Murcia,Mallorca,1,0,11/03/1973,100652400
1880,1972-73,2,27,Mestalla,Osasuna,0,1,11/03/1973,100652400
1881,1972-73,2,27,Santander,Elche,0,0,11/03/1973,100652400
1882,1972-73,2,27,Sabadell,Barakaldo,3,0,11/03/1973,100652400
1883,1972-73,2,28,Elche,Cordoba,1,0,17/03/1973,101170800
1884,1972-73,2,28,Sevilla,Cadiz,2,0,18/03/1973,101257200
1885,1972-73,2,28,Valladolid,Mestalla,0,0,18/03/1973,101257200
1886,1972-73,2,28,Mallorca,Sabadell,3,0,18/03/1973,101257200
1887,1972-73,2,28,Gimnastic de Tarragona,Tenerife,0,0,18/03/1973,101257200
1888,1972-73,2,28,Osasuna,Cultural Leonesa,1,0,18/03/1973,101257200
1889,1972-73,2,28,Rayo Vallecano,Murcia,2,0,18/03/1973,101257200
1890,1972-73,2,28,Barakaldo,Logrones,2,1,18/03/1973,101257200
1891,1972-73,2,28,Pontevedra,Hercules,1,1,18/03/1973,101257200
1892,1972-73,2,28,Sant Andreu,Santander,2,0,18/03/1973,101257200
1893,1972-73,2,29,Tenerife,Cultural Leonesa,4,1,24/03/1973,101775600
1894,1972-73,2,29,Mestalla,Sevilla,0,0,24/03/1973,101775600
1895,1972-73,2,29,Cadiz,Elche,1,1,25/03/1973,101862000
1896,1972-73,2,29,Santander,Barakaldo,2,1,25/03/1973,101862000
1897,1972-73,2,29,Logrones,Mallorca,1,0,25/03/1973,101862000
1898,1972-73,2,29,Valladolid,Osasuna,2,0,25/03/1973,101862000
1899,1972-73,2,29,Murcia,Pontevedra,3,0,25/03/1973,101862000
1900,1972-73,2,29,Hercules,Gimnastic de Tarragona,0,0,25/03/1973,101862000
1901,1972-73,2,29,Cordoba,Sant Andreu,4,0,25/03/1973,101862000
1902,1972-73,2,29,Sabadell,Rayo Vallecano,1,1,25/03/1973,101862000
1903,1972-73,2,30,Pontevedra,Sabadell,0,0,01/04/1973,102463200
1904,1972-73,2,30,Osasuna,Tenerife,1,1,01/04/1973,102463200
1905,1972-73,2,30,Rayo Vallecano,Logrones,1,0,01/04/1973,102463200
1906,1972-73,2,30,Cultural Leonesa,Hercules,1,4,01/04/1973,102463200
1907,1972-73,2,30,Gimnastic de Tarragona,Murcia,0,1,01/04/1973,102463200
1908,1972-73,2,30,Elche,Mestalla,4,1,01/04/1973,102463200
1909,1972-73,2,30,Barakaldo,Cordoba,3,2,01/04/1973,102463200
1910,1972-73,2,30,Mallorca,Santander,0,0,01/04/1973,102463200
1911,1972-73,2,30,Sevilla,Valladolid,0,0,01/04/1973,102463200
1912,1972-73,2,30,Sant Andreu,Cadiz,2,4,01/04/1973,102463200
1913,1972-73,2,31,Mestalla,Sant Andreu,1,1,08/04/1973,103068000
1914,1972-73,2,31,Cordoba,Mallorca,2,0,08/04/1973,103068000
1915,1972-73,2,31,Logrones,Pontevedra,0,0,08/04/1973,103068000
1916,1972-73,2,31,Murcia,Cultural Leonesa,0,1,08/04/1973,103068000
1917,1972-73,2,31,Hercules,Tenerife,3,1,08/04/1973,103068000
1918,1972-73,2,31,Valladolid,Elche,0,0,08/04/1973,103068000
1919,1972-73,2,31,Sevilla,Osasuna,1,1,08/04/1973,103068000
1920,1972-73,2,31,Cadiz,Barakaldo,3,1,08/04/1973,103068000
1921,1972-73,2,31,Santander,Rayo Vallecano,2,1,08/04/1973,103068000
1922,1972-73,2,31,Sabadell,Gimnastic de Tarragona,3,2,08/04/1973,103068000
1923,1972-73,2,32,Barakaldo,Mestalla,4,2,14/04/1973,103586400
1924,1972-73,2,32,Gimnastic de Tarragona,Logrones,2,2,15/04/1973,103672800
1925,1972-73,2,32,Osasuna,Hercules,1,0,15/04/1973,103672800
1926,1972-73,2,32,Cultural Leonesa,Sabadell,0,0,15/04/1973,103672800
1927,1972-73,2,32,Elche,Sevilla,1,0,15/04/1973,103672800
1928,1972-73,2,32,Mallorca,Cadiz,0,0,15/04/1973,103672800
1929,1972-73,2,32,Tenerife,Murcia,2,0,15/04/1973,103672800
1930,1972-73,2,32,Pontevedra,Santander,4,0,15/04/1973,103672800
1931,1972-73,2,32,Rayo Vallecano,Cordoba,3,0,15/04/1973,103672800
1932,1972-73,2,32,Sant Andreu,Valladolid,2,2,15/04/1973,103672800
1933,1972-73,2,33,Sevilla,Sant Andreu,0,0,22/04/1973,104277600
1934,1972-73,2,33,Santander,Gimnastic de Tarragona,1,1,22/04/1973,104277600
1935,1972-73,2,33,Murcia,Hercules,2,0,22/04/1973,104277600
1936,1972-73,2,33,Cordoba,Pontevedra,2,1,22/04/1973,104277600
1937,1972-73,2,33,Valladolid,Barakaldo,4,0,22/04/1973,104277600
1938,1972-73,2,33,Cadiz,Rayo Vallecano,2,3,22/04/1973,104277600
1939,1972-73,2,33,Elche,Osasuna,1,0,22/04/1973,104277600
1940,1972-73,2,33,Mestalla,Mallorca,1,3,22/04/1973,104277600
1941,1972-73,2,33,Logrones,Cultural Leonesa,1,0,22/04/1973,104277600
1942,1972-73,2,33,Sabadell,Tenerife,1,0,22/04/1973,104277600
1943,1972-73,2,34,Hercules,Sabadell,0,0,28/04/1973,104796000
1944,1972-73,2,34,Rayo Vallecano,Mestalla,1,1,29/04/1973,104882400
1945,1972-73,2,34,Mallorca,Valladolid,0,1,29/04/1973,104882400
1946,1972-73,2,34,Osasuna,Murcia,1,0,29/04/1973,104882400
1947,1972-73,2,34,Gimnastic de Tarragona,Cordoba,1,1,29/04/1973,104882400
1948,1972-73,2,34,Barakaldo,Sevilla,2,1,29/04/1973,104882400
1949,1972-73,2,34,Pontevedra,Cadiz,2,1,29/04/1973,104882400
1950,1972-73,2,34,Cultural Leonesa,Santander,1,2,29/04/1973,104882400
1951,1972-73,2,34,Tenerife,Logrones,3,0,29/04/1973,104882400
1952,1972-73,2,34,Sant Andreu,Elche,3,1,29/04/1973,104882400
1953,1972-73,2,35,Elche,Barakaldo,1,0,05/05/1973,105400800
1954,1972-73,2,35,Cadiz,Gimnastic de Tarragona,1,1,06/05/1973,105487200
1955,1972-73,2,35,Santander,Tenerife,2,1,06/05/1973,105487200
1956,1972-73,2,35,Cordoba,Cultural Leonesa,2,2,06/05/1973,105487200
1957,1972-73,2,35,Logrones,Hercules,1,2,06/05/1973,105487200
1958,1972-73,2,35,Mestalla,Pontevedra,1,0,06/05/1973,105487200
1959,1972-73,2,35,Valladolid,Rayo Vallecano,0,1,06/05/1973,105487200
1960,1972-73,2,35,Sevilla,Mallorca,2,0,06/05/1973,105487200
1961,1972-73,2,35,Sabadell,Murcia,3,3,06/05/1973,105487200
1962,1972-73,2,35,Sant Andreu,Osasuna,3,3,06/05/1973,105487200
1963,1972-73,2,36,Murcia,Logrones,1,0,12/05/1973,106005600
1964,1972-73,2,36,Mallorca,Elche,2,2,12/05/1973,106005600
1965,1972-73,2,36,Barakaldo,Sant Andreu,1,1,12/05/1973,106005600
1966,1972-73,2,36,Gimnastic de Tarragona,Mestalla,2,0,13/05/1973,106092000
1967,1972-73,2,36,Osasuna,Sabadell,1,3,13/05/1973,106092000
1968,1972-73,2,36,Pontevedra,Valladolid,3,0,13/05/1973,106092000
1969,1972-73,2,36,Tenerife,Cordoba,1,0,13/05/1973,106092000
1970,1972-73,2,36,Rayo Vallecano,Sevilla,2,1,13/05/1973,106092000
1971,1972-73,2,36,Cultural Leonesa,Cadiz,1,1,13/05/1973,106092000
1972,1972-73,2,36,Hercules,Santander,5,2,13/05/1973,106092000
1973,1972-73,2,37,Cordoba,Hercules,4,2,20/05/1973,106696800
1974,1972-73,2,37,Mestalla,Cultural Leonesa,1,2,20/05/1973,106696800
1975,1972-73,2,37,Sevilla,Pontevedra,5,2,20/05/1973,106696800
1976,1972-73,2,37,Cadiz,Tenerife,0,0,20/05/1973,106696800
1977,1972-73,2,37,Logrones,Sabadell,1,1,20/05/1973,106696800
1978,1972-73,2,37,Valladolid,Gimnastic de Tarragona,3,0,20/05/1973,106696800
1979,1972-73,2,37,Barakaldo,Osasuna,3,0,20/05/1973,106696800
1980,1972-73,2,37,Santander,Murcia,0,0,20/05/1973,106696800
1981,1972-73,2,37,Elche,Rayo Vallecano,0,1,20/05/1973,106696800
1982,1972-73,2,37,Sant Andreu,Mallorca,0,1,20/05/1973,106696800
1983,1972-73,2,38,Sabadell,Santander,3,0,27/05/1973,107301600
1984,1972-73,2,38,Rayo Vallecano,Sant Andreu,4,1,27/05/1973,107301600
1985,1972-73,2,38,Logrones,Osasuna,2,1,27/05/1973,107301600
1986,1972-73,2,38,Hercules,Cadiz,0,1,27/05/1973,107301600
1987,1972-73,2,38,Mallorca,Barakaldo,1,1,27/05/1973,107301600
1988,1972-73,2,38,Murcia,Cordoba,1,0,27/05/1973,107301600
1989,1972-73,2,38,Pontevedra,Elche,0,2,27/05/1973,107301600
1990,1972-73,2,38,Tenerife,Mestalla,1,1,27/05/1973,107301600
1991,1972-73,2,38,Gimnastic de Tarragona,Sevilla,0,1,27/05/1973,107301600
1992,1972-73,2,38,Cultural Leonesa,Valladolid,2,1,27/05/1973,107301600
1993,1973-74,1,1,Espanol,Murcia,3,0,01/09/1973,115682400
1994,1973-74,1,1,Real Sociedad,Granada,0,2,01/09/1973,115682400
1995,1973-74,1,1,Real Madrid,Castellon,0,0,01/09/1973,115682400
1996,1973-74,1,1,Valencia,Oviedo,2,1,01/09/1973,115682400
1997,1973-74,1,1,Celta de Vigo,Atletico de Bilbao,2,1,02/09/1973,115768800
1998,1973-74,1,1,Elche,Barcelona,1,0,02/09/1973,115768800
1999,1973-74,1,1,Sporting de Gijon,Atletico de Madrid,0,3,02/09/1973,115768800
